   17   2   1504.00   1725.00   1223.00   1537.00      0.00      0.00   1325.00 
   26   2   1475.00   1706.00   1223.00   1486.00   1125.00      0.00      0.00 
   18   2      0.00   1628.00   1223.00   1450.00   1125.00      0.00   1369.00 
   39   1   1516.00      0.00   1218.00   1557.00      0.00      0.00   1369.00 
   33   2   1504.00   1706.00   1201.00   1537.00      0.00      0.00      0.00 
   34   2   1504.00      0.00      0.00   1537.00      0.00      0.00      0.00 
   32   2   1483.00      0.00   1201.00   1507.00      0.00   1609.00      0.00 
   37   2      0.00      0.00   1201.00      0.00      0.00      0.00      0.00 
   37   1      0.00      0.00   1201.00      0.00      0.00      0.00      0.00 
   35   1   1504.00   1706.00   1201.00   1537.00   1155.00   1618.00   1369.00 
   31   1   1516.00      0.00   1201.00   1557.00   1180.00   1602.00   1369.00 
   34   1   1504.00      0.00      0.00   1537.00      0.00      0.00      0.00 
   33   1   1504.00   1706.00   1201.00   1537.00      0.00      0.00      0.00 
   30   2   1472.00      0.00   1163.00      0.00      0.00      0.00   1325.00 
   28   2   1483.00   1695.00   1163.00      0.00      0.00      0.00      0.00 
    6   2   1485.00   1655.00   1132.00   1450.00   1125.00   1425.00   1105.00 
   29   2   1485.00   1677.00      0.00   1507.00   1125.00      0.00   1295.00 
   24   2   1475.00      0.00      0.00      0.00      0.00      0.00      0.00 
   28   1   1472.00   1695.00   1144.00      0.00      0.00      0.00      0.00 
   32   1   1469.00      0.00   1201.00   1507.00      0.00   1602.00      0.00 
   14   2   1467.00   1653.00   1132.00   1450.00      0.00   1594.00   1287.00 
   30   1   1464.00      0.00   1163.00      0.00      0.00      0.00   1325.00 
   23   2   1419.00   1655.00   1120.00      0.00   1085.00      0.00      0.00 
   13   2   1453.00   1628.00   1132.00   1468.00   1125.00   1541.00   1295.00 
   62   2   1453.00      0.00      0.00      0.00      0.00      0.00      0.00 
   20   2   1453.00      0.00   1132.00      0.00   1125.00      0.00      0.00 
   11   2   1419.00      0.00      0.00      0.00   1125.00      0.00      0.00 
    1   2   1446.00      0.00      0.00      0.00   1085.00      0.00      0.00 
   15   2   1446.00      0.00   1132.00      0.00   1085.00      0.00      0.00 
   27   2      0.00   1628.00      0.00      0.00      0.00      0.00      0.00 
   62   1   1446.00      0.00      0.00      0.00      0.00      0.00      0.00 
   27   1      0.00   1628.00      0.00      0.00      0.00      0.00      0.00 
   26   1   1453.00   1628.00   1201.00   1468.00   1125.00      0.00      0.00 
   29   1   1446.00   1628.00      0.00   1507.00   1125.00      0.00   1295.00 
   18   1      0.00   1628.00   1223.00   1450.00   1125.00      0.00   1369.00 
   20   1   1453.00      0.00   1120.00      0.00   1125.00      0.00      0.00 
   12   2   1419.00      0.00   1042.00      0.00      0.00      0.00      0.00 
   19   2   1419.00      0.00      0.00      0.00      0.00      0.00      0.00 
   16   2   1419.00   1582.00      0.00      0.00      0.00      0.00      0.00 
   11   1   1419.00      0.00      0.00      0.00   1125.00      0.00      0.00 
   25   1      0.00   1744.00      0.00   1558.00   1085.00   1647.00      0.00 
   22   1   1419.00   1628.00   1120.00   1468.00   1085.00   1622.00   1369.00 
   23   1   1419.00   1586.00   1120.00      0.00   1085.00      0.00      0.00 
   15   1   1419.00      0.00   1120.00      0.00   1085.00      0.00      0.00 
   21   1   1446.00   1582.00   1120.00   1468.00   1085.00   1602.00   1287.00 
   19   1   1419.00      0.00      0.00      0.00      0.00      0.00      0.00 
   16   1   1419.00   1582.00      0.00      0.00      0.00      0.00      0.00 
   13   1   1419.00   1628.00   1120.00   1450.00   1085.00   1541.00   1295.00 
   24   1   1419.00      0.00      0.00      0.00      0.00      0.00      0.00 
    1   1   1446.00      0.00      0.00      0.00   1085.00      0.00      0.00 
   17   1   1464.00   1561.00   1144.00   1450.00      0.00      0.00   1287.00 
    9   2   1373.00      0.00   1042.00      0.00      0.00      0.00   1183.00 
   10   2   1373.00      0.00   1042.00      0.00      0.00      0.00   1183.00 
    7   2   1373.00   1460.00      0.00      0.00      0.00      0.00   1130.00 
    9   1   1373.00      0.00   1042.00      0.00      0.00      0.00   1162.00 
   14   1   1373.00   1561.00   1042.00   1450.00      0.00   1541.00   1183.00 
   10   1   1373.00      0.00   1042.00      0.00      0.00      0.00   1162.00 
    7   1   1373.00   1460.00      0.00      0.00      0.00      0.00   1105.00 
   12   1   1419.00      0.00   1042.00      0.00      0.00      0.00      0.00 
    5   2   1299.00      0.00      0.00   1327.00      0.00   1425.00   1000.00 
    6   1   1299.00   1460.00   1042.00   1450.00   1125.00   1395.00   1105.00 
    8   2      0.00      0.00      0.00      0.00      0.00   1354.00      0.00 
    8   1      0.00      0.00      0.00      0.00      0.00   1354.00      0.00 
    5   1   1283.00      0.00      0.00   1324.00      0.00   1350.00   1000.00 
    4   2   1222.00      0.00      0.00   1252.00      0.00   1326.00      0.00 
    4   1   1222.00      0.00      0.00   1252.00      0.00   1320.00      0.00 
    3   2      0.00   1341.00      0.00      0.00      0.00   1279.00      0.00 
    2   2      0.00   1252.00      0.00      0.00      0.00      0.00      0.00 
    3   1      0.00   1252.00      0.00      0.00      0.00   1279.00      0.00 
    2   1      0.00   1247.00      0.00      0.00      0.00      0.00      0.00 
